name	location	university	type	language
Physik	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Physik	Karlsruhe	Karlsruher Institut für Technologie	Bachelor	Deutsch
Physik	Bayreuth	Universität Bayreuth	Bachelor	Deutsch
Physik	Dresden	Technische Universität Dresden	Staatsexamen	Deutsch
Physik	Dresden	Technische Universität Dresden	Staatsexamen	Deutsch
Physik	Siegen	Universität Siegen	Bachelor	Deutsch
Physik	Tübingen	Eberhard Karls Universität Tübingen	Bachelor	Deutsch
Physik	Freiburg	Albert-Ludwigs-Universität Freiburg im Breisgau	Bachelor	Deutsch
Physik	Kaiserslautern	Technische Universität Kaiserslautern	Bachelor	Deutsch
Physik	Essen	Universität Duisburg-Essen	Bachelor	Deutsch
Physik	Frankfurt am Main	Johann Wolfgang Goethe-Universität, Frankfurt am Main	Staatsexamen	Deutsch
Physik	Bayreuth	Universität Bayreuth	Bachelor	Deutsch
Physik	Bielefeld	Universität Bielefeld	Bachelor	Deutsch
Physik	Kaiserslautern	Technische Universität Kaiserslautern	Bachelor	Deutsch
Physik	Bonn	Rheinische Friedrich-Wilhelms-Universität Bonn	Bachelor	Deutsch
Physik	Köln	Universität zu Köln	Bachelor	Deutsch
Physik	Köln	Universität zu Köln	Bachelor	Deutsch
Physik	Köln	Universität zu Köln	Bachelor	Deutsch
Physik	Schwäbisch Gmünd	Pädagogische Hochschule Schwäbisch Gmünd	Bachelor	Deutsch
Physik	Schwäbisch Gmünd	Pädagogische Hochschule Schwäbisch Gmünd	Bachelor	Deutsch
Physik	Köln	Universität zu Köln	Bachelor	Deutsch
Physik	Schwäbisch Gmünd	Pädagogische Hochschule Schwäbisch Gmünd	Bachelor	Deutsch
Physik	Leipzig	Universität Leipzig	Staatsexamen	Deutsch
Physik	Leipzig	Universität Leipzig	Staatsexamen	Deutsch
Physik	Bielefeld	Universität Bielefeld	Bachelor	Deutsch
Physik	Flensburg	Europa-Universität Flensburg	Bachelor	Deutsch
Physik	Dresden	Technische Universität Dresden	Staatsexamen	Deutsch
Physik	Freiburg	Albert-Ludwigs-Universität Freiburg im Breisgau	Bachelor	Deutsch
Physik	Wuppertal	Bergische Universität Wuppertal	Bachelor	Deutsch
Physik	Freiburg	Pädagogische Hochschule Freiburg	Bachelor	Deutsch
Physik	Freiburg	Pädagogische Hochschule Freiburg	Bachelor	Deutsch
Physik	Bremen	Universität Bremen	Bachelor	Deutsch
Physik	Heidelberg	Pädagogische Hochschule Heidelberg	Bachelor	Deutsch
Physik	Siegen	Universität Siegen	Master	Deutsch
Physik	Leipzig	Universität Leipzig	Master	Deutsch
Physik	Paderborn	Universität Paderborn	Master	Deutsch
Physik	Bochum	Ruhr-Universität Bochum	Master	Deutsch
Physik	Darmstadt	Technische Universität Darmstadt	Master	Deutsch
Physik	Rostock	Universität Rostock	Master	Deutsch
Physik	Bochum	Ruhr-Universität Bochum	Master	Deutsch
Physik	Düsseldorf	Heinrich-Heine-Universität Düsseldorf	Master	Englisch
Physik	Oldenburg	Carl von Ossietzky Universität Oldenburg	Master	Deutsch
Physik	Bielefeld	Universität Bielefeld	Master	Deutsch
Physik	Gießen	Justus-Liebig-Universität Gießen	Master	Deutsch
Physik	Bielefeld	Universität Bielefeld	Master	Deutsch
Physik	Bielefeld	Universität Bielefeld	Master	Deutsch
Physik	Darmstadt	Technische Universität Darmstadt	Master	Deutsch
Physik	Greifswald	Universität Greifswald	Master	Deutsch
Physik	Osnabrück	Universität Osnabrück	Master	Deutsch
Physik	Hannover	Gottfried Wilhelm Leibniz Universität Hannover	Master	Deutsch
Physik	Frankfurt am Main	Johann Wolfgang Goethe-Universität, Frankfurt am Main	Master	Deutsch
Physik	Aachen	Rheinisch-Westfälische Technische Hochschule Aachen	Master	Deutsch
Physik	Wuppertal	Bergische Universität Wuppertal	Master	Deutsch
Physik	Wuppertal	Bergische Universität Wuppertal	Master	Deutsch
Physik	Würzburg	Julius-Maximilians-Universität Würzburg	Master	Deutsch
Physik	Münster	Westfälische Wilhelms-Universität Münster	Master	Deutsch
Physik	Köln	Universität zu Köln	Master	Englisch
Physik	Jena	Friedrich-Schiller-Universität Jena	Master	Deutsch
Physik	Dortmund	Technische Universität Dortmund	Master	Deutsch
Physik	Essen	Universität Duisburg-Essen	Master	Deutsch
Physik	Kaiserslautern	Technische Universität Kaiserslautern	Master	Deutsch
Physik	Kaiserslautern	Technische Universität Kaiserslautern	Master	Deutsch
Physik	Oldenburg	Carl von Ossietzky Universität Oldenburg	Master	Deutsch
Physik	Oldenburg	Carl von Ossietzky Universität Oldenburg	Master	Deutsch
Physik	Kiel	Christian-Albrechts-Universität zu Kiel	Master	Deutsch
Physik	Oldenburg	Carl von Ossietzky Universität Oldenburg	Master	Deutsch
Physik	Oldenburg	Carl von Ossietzky Universität Oldenburg	Master	Deutsch
Physik	Braunschweig	Technische Universität Carolo-Wilhelmina zu Braunschweig	Master	Deutsch
Physik	Bremen	Universität Bremen	Master	Deutsch
Physik	Chemnitz	Technische Universität Chemnitz	Master	Deutsch
Physik	Hannover	Gottfried Wilhelm Leibniz Universität Hannover	Master	Deutsch
Physik	Münster	Westfälische Wilhelms-Universität Münster	Master	Deutsch
Physik	Münster	Westfälische Wilhelms-Universität Münster	Master	Deutsch
Physik	Karlsruhe	Karlsruher Institut für Technologie	Master	Deutsch
Physik	Münster	Westfälische Wilhelms-Universität Münster	Master	Deutsch
Physik	Mainz	Johannes Gutenberg-Universität Mainz	Master	Deutsch
Physik	Kiel	Christian-Albrechts-Universität zu Kiel	Master	Deutsch
Physik	Bayreuth	Universität Bayreuth	Master	Deutsch
Physik	Berlin	Humboldt-Universität zu Berlin	Master	Deutsch
Physik	Kassel	Universität Kassel	Master	Deutsch
Physik	Saarbrücken	Universität des Saarlandes	Master	Englisch
Physik	Cottbus	Brandenburgische Technische Universität Cottbus-Senftenberg	Master	Deutsch
Physik	Potsdam	Universität Potsdam	Master	Deutsch
Physik	Berlin	Technische Universität Berlin	Master	Deutsch
Physik	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Master	Englisch
Physik	Hamburg	Universität Hamburg	Master	Deutsch
Physik	Augsburg	Universität Augsburg	Master	Deutsch
Physik	Konstanz	Universität Konstanz	Master	Deutsch
Physik	Tübingen	Eberhard Karls Universität Tübingen	Master	Deutsch
Physik	Kaiserslautern	Technische Universität Kaiserslautern	Master	Deutsch
Physik	Berlin	Freie Universität Berlin	Master	Englisch
Physik	München	Ludwig-Maximilians-Universität München	Master	Englisch
Physik	Hildesheim	Universität Hildesheim	Master	Deutsch
Physik	Hildesheim	Universität Hildesheim	Master	Deutsch
Physik	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Master	Deutsch
Physik	Bayreuth	Universität Bayreuth	Master	Deutsch
Physik	Stuttgart	Universität Stuttgart	Master	Deutsch
Physik	Mainz	Johannes Gutenberg-Universität Mainz	Master	Englisch
Physik	Freiburg	Albert-Ludwigs-Universität Freiburg im Breisgau	Master	Englisch
Physik	Bremen	Universität Bremen	Master	Deutsch
Physik	Dresden	Technische Universität Dresden	Master	Deutsch
Physik	Magdeburg	Otto-von-Guericke-Universität Magdeburg	Master	Deutsch
Physik	Regensburg	Universität Regensburg	Master	Englisch
Physik	Essen	Universität Duisburg-Essen	Master	Deutsch
Physik	Essen	Universität Duisburg-Essen	Master	Deutsch
Physik	Essen	Universität Duisburg-Essen	Master	Deutsch
Physik	Flensburg	Europa-Universität Flensburg	Master	Deutsch
Physik	Flensburg	Europa-Universität Flensburg	Master	Deutsch
Physik	Aachen	Rheinisch-Westfälische Technische Hochschule Aachen	Master	Deutsch
Physik	Kaiserslautern	Technische Universität Kaiserslautern	Master	Deutsch
Physik	Bielefeld	Universität Bielefeld	Master	Deutsch
Physik	Bielefeld	Universität Bielefeld	Master	Deutsch
Physik	Paderborn	Universität Paderborn	Master	Deutsch
Physik	Paderborn	Universität Paderborn	Master	Deutsch
Physik	Paderborn	Universität Paderborn	Master	Deutsch
Physik	Siegen	Universität Siegen	Master	Deutsch
Physik	Köln	Universität zu Köln	Master	Deutsch
Physik	Köln	Universität zu Köln	Master	Deutsch
Physik	Köln	Universität zu Köln	Master	Deutsch
Physik	Köln	Universität zu Köln	Master	Deutsch
Physik	Flensburg	Europa-Universität Flensburg	Master	Deutsch
Physik	Berlin	Humboldt-Universität zu Berlin	Master	Deutsch
Physik	Hamburg	Universität Hamburg	Master	Deutsch
Physik	Hamburg	Universität Hamburg	Master	Deutsch
Physik	Hamburg	Universität Hamburg	Master	Deutsch
Physik	Hamburg	Universität Hamburg	Master	Deutsch
Physik	Konstanz	Universität Konstanz	Master	Deutsch
Physik	Stuttgart	Universität Stuttgart	Master	Deutsch
Physik	Heidelberg	Pädagogische Hochschule Heidelberg	Master	Deutsch
Physik	Karlsruhe	Pädagogische Hochschule Karlsruhe	Master	Deutsch
Physik	Karlsruhe	Pädagogische Hochschule Karlsruhe	Master	Deutsch
Physik	Ulm	Universität Ulm	Master	Deutsch
Physik	Tübingen	Eberhard Karls Universität Tübingen	Master	Deutsch
Physik	Marburg	Philipps-Universität Marburg	Master	Deutsch
Physik	Heidelberg	Ruprecht-Karls-Universität Heidelberg	Master	Deutsch
Physik	Freiburg	Albert-Ludwigs-Universität Freiburg im Breisgau	Master	Deutsch
Physik	Schwäbisch Gmünd	Pädagogische Hochschule Schwäbisch Gmünd	Master	Deutsch
Physik	Ludwigsburg	Pädagogische Hochschule Ludwigsburg	Master	Deutsch
Physik	Siegen	Universität Siegen	Master	Deutsch
Physik	Siegen	Universität Siegen	Master	Deutsch
Physik	Wuppertal	Bergische Universität Wuppertal	Master	Deutsch
Physik (Biophysik)	München	Technische Universität München	Master	Deutsch
Physik (einschließlich Astronomie)	Rostock	Universität Rostock	Staatsexamen	Deutsch
Physik (einschließlich Astronomie)	Rostock	Universität Rostock	Staatsexamen	Deutsch
Physik (Erweiterungsfach)	Karlsruhe	Karlsruher Institut für Technologie	Master	Deutsch
Physik (Hauptfach)	Karlsruhe	Karlsruher Institut für Technologie	Master	Deutsch
Physik (Kern-, Teilchen- und Astrophysik)	München	Technische Universität München	Master	Deutsch
Physik (Koblenz)	Mainz	Universität Koblenz-Landau	Bachelor	Deutsch
Physik (Koblenz)	Mainz	Universität Koblenz-Landau	Bachelor	Deutsch
Physik (Koblenz, Lehramt an berufsbildenden Schulen)	Mainz	Universität Koblenz-Landau	Master	Deutsch
Physik (Koblenz, Lehramt Gymnasium)	Mainz	Universität Koblenz-Landau	Master	Deutsch
Physik (Koblenz, Lehramt Realschule Plus)	Mainz	Universität Koblenz-Landau	Master	Deutsch
Physik (Landau)	Mainz	Universität Koblenz-Landau	Bachelor	Deutsch
Physik (Landau)	Mainz	Universität Koblenz-Landau	Bachelor	Deutsch
Physik (Landau, Lehramt Gymnasium)	Mainz	Universität Koblenz-Landau	Master	Deutsch
Physik (Landau, Lehramt Realschule Plus)	Mainz	Universität Koblenz-Landau	Master	Deutsch
Physik (Lehramt an berufsbildenden Schulen)	Mainz	Universität Koblenz-Landau	Bachelor	Deutsch
Physik (Lehramt an berufsbildenden Schulen)	Osnabrück	Universität Osnabrück	Master	Deutsch
Physik (Lehramt an Gymnasien)	Osnabrück	Universität Osnabrück	Master	Deutsch
Physik (Lehramt an Gymnasien)	Göttingen	Georg-August-Universität Göttingen	Master	Deutsch
Physik (Lehramt an Gymnasien)	Braunschweig	Technische Universität Carolo-Wilhelmina zu Braunschweig	Master	Deutsch
Physik (Lehramt an Haupt- und Realschulen)	Osnabrück	Universität Osnabrück	Master	Deutsch
Physik (Lehramt an Hauptschulen)	Braunschweig	Technische Universität Carolo-Wilhelmina zu Braunschweig	Master	Deutsch
Physik (Lehramt an Realschulen)	Braunschweig	Technische Universität Carolo-Wilhelmina zu Braunschweig	Master	Deutsch
Physik (lehramtsbezogen)	Potsdam	Universität Potsdam	Bachelor	Deutsch
Physik (lehramtsbezogen)	Berlin	Freie Universität Berlin	Bachelor	Deutsch
Physik (lehramtsbezogen)	Potsdam	Universität Potsdam	Master	Deutsch
Physik (lehramtsbezogen)	Berlin	Freie Universität Berlin	Master	Deutsch
Physik (Physik der kondensierten Materie)	München	Technische Universität München	Master	Deutsch
Physik - Integrierter Deutsch-Französischer-Luxemburgischer Master	Saarbrücken	Universität des Saarlandes	Master	Deutsch
Physik - Saar-Lor-Lux-Studiengang	Saarbrücken	Universität des Saarlandes	Bachelor	Deutsch
Physik - Vertiefung und Forschung	Marburg	Philipps-Universität Marburg	Master	Deutsch
Physik Berufskolleg	Dortmund	Technische Universität Dortmund	Bachelor	Deutsch
Physik Berufskolleg	Dortmund	Technische Universität Dortmund	Master	Deutsch
Physik der Erde und Atmosphäre	Bonn	Rheinische Friedrich-Wilhelms-Universität Bonn	Master	Deutsch
Physik des Erdsystems	Kiel	Christian-Albrechts-Universität zu Kiel	Bachelor	Deutsch
Physik Förderschule	Dortmund	Technische Universität Dortmund	Bachelor	Deutsch
Physik Förderschule	Dortmund	Technische Universität Dortmund	Master	Deutsch
Physik Gymnasium und Gesamtschule	Dortmund	Technische Universität Dortmund	Bachelor	Deutsch
Physik Gymnasium und Gesamtschule	Dortmund	Technische Universität Dortmund	Master	Deutsch
Physik Haupt-, Real- und Gesamtschule	Dortmund	Technische Universität Dortmund	Master	Deutsch
Physik plus Nebenfach Meteorologie	München	Ludwig-Maximilians-Universität München	Bachelor	Deutsch
Physik und digitale Technologien	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Bachelor	Deutsch
Physik und ihre Vermittlung	Braunschweig	Technische Universität Carolo-Wilhelmina zu Braunschweig	Bachelor	Deutsch
Physik und Mathematik, Gymnasiales Lehramt	Stuttgart	Universität Stuttgart	Master	Deutsch
Physik und Technologie für Raumfahrtanwendungen	Gießen	Justus-Liebig-Universität Gießen	Bachelor	Deutsch
Physik und Wirtschaft	Marburg	Philipps-Universität Marburg	Bachelor	Deutsch
Physik, Technik und Medizin	Oldenburg	Carl von Ossietzky Universität Oldenburg	Bachelor	Deutsch
Physik, Technik und Medizin	Oldenburg	Carl von Ossietzky Universität Oldenburg	Master	Deutsch
Physik, Theoretische	München	Ludwig-Maximilians-Universität München	Bachelor	Deutsch
Physik, Theoretische und Mathematische	München	Ludwig-Maximilians-Universität München	Master	Englisch
Physikalische Ingenieurwissenschaft	Berlin	Technische Universität Berlin	Bachelor	Deutsch
Physikalische Ingenieurwissenschaft	Berlin	Technische Universität Berlin	Master	Deutsch
Physikalische Technik	München	Hochschule für angewandte Wissenschaften München	Bachelor	Deutsch
Physikalische Technik	Lübeck	Technische Hochschule Lübeck	Bachelor	Deutsch
Physikalische Technik	Gießen	Technische Hochschule Mittelhessen - THM	Bachelor	Deutsch
Physikalische Technik	Zwickau	Westsächsische Hochschule Zwickau	Bachelor	Deutsch
Physikalische Technik - Medizinphysik	Berlin	Beuth Hochschule für Technik Berlin	Bachelor	Deutsch
Physikalische Technik - Medizinphysik	Berlin	Beuth Hochschule für Technik Berlin	Master	Deutsch
Physikalische Technologien	Hildesheim	Hochschule für angewandte Wissenschaft und Kunst, Fachhochschule Hildesheim/Holzminden/Göttingen	Bachelor	Deutsch
Physikalische Technologien und Lasertechnik	Münster	Fachhochschule Münster	Bachelor	Deutsch
Physikalische Technologien/Energiesysteme	Wildau	Technische Hochschule Wildau	Bachelor	Deutsch
Physikingenieurwesen	Trier	Hochschule Trier - Trier University of Applied Sciences	Bachelor	Deutsch
Physikingenieurwesen	Aachen	Fachhochschule Aachen	Bachelor	Deutsch
Physikingenieurwesen mit Praxissemester	Aachen	Fachhochschule Aachen	Bachelor	Deutsch
Physiotherapie	Potsdam	Fachhochschule für Sport und Management Potsdam	Bachelor	Deutsch
Physiotherapie	Idstein	Hochschule Fresenius	Bachelor	Deutsch
Physiotherapie	Kiel	Fachhochschule Kiel	Bachelor	Deutsch
Physiotherapie	Dresden	DIU - Dresden International University GmbH	Bachelor	Deutsch
Physiotherapie	Bochum	Hochschule für Gesundheit - University of Applied Sciences	Bachelor	Deutsch
Physiotherapie	Heidelberg	SRH Hochschule Heidelberg - Staatlich anerkannte Fachhochschule	Bachelor	Deutsch
Physiotherapie	Rosenheim	Technische Hochschule Rosenheim	Bachelor	Deutsch
Physiotherapie	Berlin	IB-Hochschule Berlin	Bachelor	Deutsch
Physiotherapie	Gera	SRH Hochschule für Gesundheit Gera	Bachelor	Deutsch
Physiotherapie	Stuttgart	Duale Hochschule Baden-Württemberg	Bachelor	Deutsch
Physiotherapie	Idstein	Hochschule Fresenius	Bachelor	Deutsch
Physiotherapie	Brühl	Europäische Fachhochschule Rhein/Erft, european university of applied sciences	Bachelor	Deutsch
Physiotherapie	Regensburg	Ostbayerische Technische Hochschule Regensburg	Bachelor	Deutsch
Physiotherapie	Berlin	Steinbeis-Hochschule Berlin	Bachelor	Deutsch
Physiotherapie	Aachen	Fachhochschule Aachen	Bachelor	Deutsch
Physiotherapie	Furtwangen	Hochschule Furtwangen - Informatik, Technik, Wirtschaft, Medien, Gesundheit	Bachelor	Deutsch
Physiotherapie	Lübeck	Universität zu Lübeck	Bachelor	Deutsch
Physiotherapie	Bielefeld	Fachhochschule des Mittelstands (FHM)	Bachelor	Deutsch
Physiotherapie	Brühl	Europäische Fachhochschule Rhein/Erft, european university of applied sciences	Bachelor	Deutsch
Physiotherapie	Osnabrück	Hochschule Osnabrück	Bachelor	Deutsch
Physiotherapie	Hamburg	MSH Medical School Hamburg - University of Applied Sciences and Medical University	Bachelor	Deutsch
Physiotherapie	Jena	Ernst-Abbe-Hochschule Jena ? University of Applied Sciences	Bachelor	Deutsch
Physiotherapie	Fulda	Hochschule Fulda - University of Applied Sciences	Bachelor	Deutsch
Physiotherapie (Aufbaustudium)	Bad Sooden-Allendorf	DIPLOMA Hochschule - Private Fachhochschule Nordhessen	Bachelor	Deutsch
Physiotherapie (ausbildungsbegleitend)	Bad Sooden-Allendorf	DIPLOMA Hochschule - Private Fachhochschule Nordhessen	Bachelor	Deutsch
Physiotherapie - Angewandte Therapiewissenschaften	Idstein	Hochschule Fresenius	Bachelor	Deutsch
Physiotherapie - dual	Fulda	Hochschule Fulda - University of Applied Sciences	Bachelor	Deutsch
Physiotherapie - Technik und Therapie	Trier	Hochschule Trier - Trier University of Applied Sciences	Bachelor	Deutsch
Physiotherapie DUAL	Buxtehude	hochschule 21	Bachelor	Deutsch
Physiotherapie dual mit Schwerpunkt Bewegungswissenschaft	Deggendorf	Technische Hochschule Deggendorf	Bachelor	Deutsch
Physiotherapie/ Ergotherapie	Berlin	Alice Salomon Hochschule Berlin	Bachelor	Deutsch
Physiotherapie/Ergotherapie Additive interdisziplinäre Studienform (AddIS) für Berufserfahrene	Berlin	Alice Salomon Hochschule Berlin	Bachelor	Deutsch
Physische Geographie	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Bachelor	Deutsch
Physische Geographie	Leipzig	Universität Leipzig	Master	Deutsch
Physische Geographie	Marburg	Philipps-Universität Marburg	Master	Deutsch
Physische Geographie	Frankfurt am Main	Johann Wolfgang Goethe-Universität, Frankfurt am Main	Master	Deutsch
Physische Geographie - Umweltgeographie	Tübingen	Eberhard Karls Universität Tübingen	Master	Deutsch
Plant Sciences	Bonn	Rheinische Friedrich-Wilhelms-Universität Bonn	Master	Englisch
Plant Sciences	München	Ludwig-Maximilians-Universität München	Master	Englisch
Planung nachhaltiger Gebäude	Berlin	Beuth Hochschule für Technik Berlin	Master	Deutsch
Planung und Betrieb im Verkehrswesen	Berlin	Technische Universität Berlin	Master	Deutsch
Planung und Partizipation	Stuttgart	Universität Stuttgart	Master	Deutsch
Plastik - Studienrichtung Bildhauerei/ Schwerpunkt Figur	Halle an der Saale	Burg Giebichenstein Kunsthochschule Halle	Diplom	Deutsch
